bulletin,description,act_type_n1,grupo_muestreo
boe,"Anuncio de la Delegación Territorial de Economía, Hacienda, Fondos Europeos y de Industria, Energía y Minas en Sevilla, por el que se somete a información pública la petición realizada por la mercantil Naturgy Vento, S.A.U., por la que se solicita modificación de Autorización Administrativa Previa y de Construcción así como la Declaración en Concreto de Utilidad Pública, relativa a la instalación de generación de energía eléctrica mediante tecnología eólica denominada ""PE Las Cabreras"", con una potencia instalada de 12 MW, y ubicada en los términos municipales de la puebla de Cazalla y Villanueva de San Juan (Sevilla).",anuncio,AAP
dogv,"ANUNCIO por el que se someten a información pública las solicitudes de autorización administrativa previa, autorización administrativa de construcción y ocupación de vías pecuarias correspondientes a una central fotovoltaica denominada EDF 169 y su infraestructura de evacuación, con una potencia máxima total de los módulos fotovoltaicos (pico) de 4,49883 MW, una potencia nominal de los inversores de 4 MW y una capacidad de acceso concedida de 4 MW, a ubicar en los términos municipales de Riba-roja de Túria y Loriguilla. Expediente ATALFE/2022/18/46.",anuncio,AAP
dogc,"Resolución TER/426/2025, de 11 de febrero, de autorización administrativa previa y autorización administrativa de construcción de la ampliación de la subestación SE Perelló 110/20 kV, en el término municipal de El Perelló, en la comarca de El Baix Ebre (exp. FUE-2024-03818926)",resolución,AAP
dogc,"Anuncio complementario por el que se somete a información pública la solicitud de autorización administrativa previa, autorización administrativa de construcción, de declaración de utilidad pública y de autorización del proyecto de actuación específica de interés público en suelo no urbanizable y evaluación de impacto ambiental del proyecto del parque solar denominado Flix-Ascó IV, de 16,06 MW sobre terreno en suelo no urbanizable, en el término municipal de Flix, en la comarca de La Ribera d’Ebre, y su infraestructura de evacuación, línea soterrada a 30 kV que conecta la instalación de producción a la SET Ercam 30/132 kV en el término municipal de Flix, en la comarca de La Ribera d’Ebre (exp. FUE-2022-02595223)",anuncio,AAP
boe,"Anuncio del Departamento de Territorio, Vivienda y Transición Ecológica, de la Dirección General de Energía de información pública sobre la solicitud de la autorización administrativa previa, autorización administrativa de construcción y declaración de utilidad pública correspondiente al proyecto de renovación de la línea subterránea de transporte de energía eléctrica a 220 kV, simple circuito, Badalona- Guixeres (tramo Badalona – GE17) en los términos municipales de San Adrián del Besós y Badalona (FUE-2024-04215920).",anuncio,AAP
boe,"Anuncio de la Dependencia Industria y Energía de la Subdelegación del Gobierno en Burgos, por el que se somete a Información Pública las solicitudes de Autorización Administrativa Previa, Autorización Administrativa de Construcción y Declaración de Utilidad Pública de las Plantas Solares Fotovoltaicas «El Gallo», «La Zarzuela» y «Los Zapateros», de 16,8 MW, de 13,685 MW y de 16,8 MW de potencia instalada, respectivamente, y sus infraestructuras de evacuación; para su hibridación con los parques eólicos «El Gallo», «La Zarzuela» y «Los Zapateros», de 49,4 MW, de 41,8 MW y de 49,4 MW de potencia instalada, respectivamente; todos ellos en la provincia de Burgos, promovido por la mercantil «CYL ENERGIA EOLICA, S.L.U.». CÓDIGO PEol-FV-176-AC.",anuncio,AAP
boe,"Resolución de 18 de marzo de 2025, de la Dirección General de Política Energética y Minas, por la que se desestima la solicitud de Energía Inagotable Alnitak, SL, de autorización administrativa previa del parque eólico Alnitak, de 49,5 MW de potencia instalada, y de su infraestructura de evacuación, en la provincia de Zaragoza.",resolución,AAP
bopa,Información pública relativa a la autorización administrativa previa de instalación eléctrica de alta tensión. Expte. AUTO/2025/763 (AT-14069). [Cód. 2025-00546],información_pública,AAP
docm,"Resolución de 06/03/2025, de la Delegación Provincial de Desarrollo Sostenible de Toledo, de autorización administrativa previa y autorización administrativa de construcción de instalación eléctrica de alta tensión con número de expediente: E-45211022936.",resolución,AAP
bocyl,INFORMACIÓN pública relativa a la solicitud de autorización administrativa previa para el soterramiento de varios tramos de la línea de media tensión en el término municipal de Arenas de San Pedro (Ávila). Exptes.: ATLI-52.167 y ATLI-52.168.,información_pública,AAP
boa,"RESOLUCIÓN de 10 de diciembre de 2024, de la Directora General de Energía y Minas del Departamento de Presidencia, Economía y Justicia, por la que se otorga la autorización administrativa previa y autorización de construcción de la planta fotovoltaica ""El Espartal I"" en el término municipal de Zaragoza (Zaragoza).",resolución,AAP
boe,"Resolución de 14 de enero de 2025, de la Dirección General de Política Energética y Minas, por la que se otorga a I-DE Redes Eléctricas Inteligentes, SAU, autorización administrativa previa y autorización administrativa de construcción de la nueva línea subterránea de media tensión 20 kV, simple circuito, desde el centro de transformación Los Veras-San Pedro, hasta el entronque aéreo-subterráneo en Camino la Raya, en los términos municipales de Pilar de la Horadada (Alicante) y San Pedro de Pinatar (Murcia).",resolución,AAP
boe,"Anuncio de 19 de noviembre de 2024 de la Delegación Territorial de Economía, Hacienda y Fondos Europeos y de Industria, Energía y Minas de Córdoba por el que se somete a información pública el proyecto: Nueva Línea de media tensión a 15 Kw entre apoyo A553610 y apoyo A556998, para cierre de las líneas denominadas ""Fte._pa"" y ""Palma del Río"" sito en parajes Ochavillo Bajo, Las Monjas y Casablanca, en el T.M de Fuente Palmera y Hornachuelos (Córdoba), a efectos de autorización administrativa previa, autorización administrativa de construcción y declaración, en concreto, de utilidad pública.",anuncio,AAP
dogc,"Resolución TER/4788/2024, de 19 de noviembre, por la que se otorga a Electrogen Division, SLU, la autorización administrativa previa y la autorización administrativa de construcción del proyecto de la planta solar fotovoltaica denominada PS Serra Magre, de 5,334 MW de potencia instalada, sobre terreno en suelo no urbanizable, y su infraestructura de evacuación, en el término municipal de Riudarenes, en la comarca de La Selva (exp. FUE-2023-03360577, ref. 02755)",resolución,AAP
dogc,"Resolución TER/4683/2024, de 4 de diciembre, por la que se otorga a la empresa eDistribución Redes Digitales, SLU, la autorización administrativa previa y la autorización administrativa de construcción para la sustitución del transformador TR1 de 110/25 kV, de 25 MVA, por un transformador de 110/25 kV, de 30 MVA, en la SE Sant Hilari, en el término municipal de Sant Hilari Sacalm, en la provincia de Girona (exp. FUE-2024-03801430)",resolución,AAP
boe,"Resolución de 18 de marzo de 2025, de la Dirección General de Política Energética y Minas, por la que se desestima la solicitud de Energía Inagotable Terebellum, SL, de autorización administrativa previa del parque eólico Terebellum, de 49,5 MW de potencia instalada, y de su infraestructura de evacuación, en la provincia de Zaragoza.",resolución,AAP
bocyl,"INFORMACIÓN pública relativa a la solicitud de autorización administrativa previa y autorización administrativa de construcción de una instalación de distribución eléctrica, en el término municipal de Cabezón de Pisuerga (Valladolid). Expte.: AT-51508 (ATLI-51508).",información_pública,AAP
boja,"Anuncio de 16 de enero de 2025, de la Delegación Territorial de Economía, Hacienda, Fondos Europeos y de Industria, Energía y Minas en Huelva, por el que se somete a información pública la solicitud de autorización administrativa previa y autorización administrativa de construcción, relativa la proyecto de instalación de energía eléctrica que se cita, y a efectos de la solicitud de autorización ambiental unificada.",anuncio,AAP
doe,"Anuncio de 16 de enero de 2025 por el que se somete a información pública la petición de autorización administrativa previa y reconocimiento, en concreto, de la utilidad pública de las instalaciones correspondientes al proyecto denominado ""Reforma de la LAMT 5022-29 ""Circunvalación 2"" de la STR ""Jaraíz de la Vera"", de 13,2 kV, entre los apoyos 2014-2 y 2027 (a CT ""Presa Jaraíz"" n.º 140311090), en los términos municipales de Jaraíz de la Vera y Garganta la Olla (Cáceres)"". Expte.: AT-9612.",anuncio,AAP
dog,"ANUNCIO de 7 de enero de 2025, del Departamento Territorial de A Coruña, por el que que se notifica la resolución de autorización administrativa previa, de construcción y declaración de utilidad pública, en concreto, de una instalación de distribución eléctrica en el ayuntamiento de Arzúa (expediente IN407A 2023/150-1).",anuncio,AAP
boja,"Anuncio de 17 de enero de 2025, de la Delegación Territorial de Economía, Hacienda, Fondos Europeos y de Industria, Energía y Minas en Cádiz, por el que se somete al trámite de información pública la solicitud de autorización administrativa previa, autorización administrativa de construcción y autorización ambiental unificada de la instalación eléctrica de alta tensión que se cita.",anuncio,AAP
docm,"Resolución de 18/03/2025, de la Delegación Provincial de Desarrollo Sostenible de Ciudad Real, sobre autorización administrativa previa y autorización administrativa de construcción de la instalación eléctrica que se cita (número de expediente 13211104949).",resolución,AAP
boe,"Anuncio del Área Funcional de Industria y Energía de la Delegación del Gobierno en Madrid, por el que se somete a información pública la solicitud de Autorización Administrativa Previa del proyecto para la Ampliación de la SE PSF MAD 120 en el Aeropuerto Adolfo Suárez-Madrid Barajas, ubicada en la Comunidad de Madrid. Expediente: PFOT-474.",anuncio,AAP
boa,"ANUNCIO del Servicio Provincial de Zaragoza del Departamento de Presidencia, Economía y Justicia, por el que se someten a información pública la modificación de la solicitud de autorización administrativa previa y de construcción de la modificación del proyecto del parqueeólico ""Espartal Eólico 3"" de 10 MW incluido en el Proyecto de Interés General de Aragón H2 Pillar Producción de H2 renovable en la Comarca de Zaragoza.  Expediente G-Z-2021-060.",anuncio,AAP
docm,"Resolución de 20/02/2025, de la Delegación Provincial de Desarrollo Sostenible de Toledo, de autorización administrativa previa y autorización administrativa de construcción de instalación eléctrica de alta tensión con número de expediente: E-45211122323 corresponde III.",resolución,AAP
boa,"RESOLUCIÓN de 18 de noviembre de 2024, la Directora General de Energía y Minas del Departamento de Presidencia, Economía y Justicia, por la que se otorga la autorización administrativa previa y autorización de construcción de la planta fotovoltaica ""PFV Cementerio Torrero"" en el término municipal de Zaragoza (Zaragoza).",resolución,AAP
boa,"RESOLUCIÓN de 14 de febrero de 2025, del Servicio Provincial de Zaragoza, relativo a la autorización administrativa previa y de construcción, del proyecto planta solar fotovoltaica ""Romerosa"" de 450 kW en el término municipal de Lécera. Expediente: G-Z-2022-192.",resolución,AAP
